,id,duration,state
0,a460823f-ae9f-40af-b5ce-49ef523b62a2,0 days 00:10:53.311000,NEW
0,247cfa15-3c3b-40f3-a856-796182ca975e,0 days 00:10:54.133000,NEW
0,daa3fd7e-ebdc-41c8-85b5-29551fe52af3,0 days 00:11:09.188000,NEW
0,a5a2e583-b774-408a-91f2-e80eff9ae74f,0 days 00:11:09.647000,NEW
0,cfe3fde0-30a9-4c42-8711-ad69339d7c5b,0 days 00:12:05.953000,NEW
