,id,duration,state
4,5da9bab8-e1b3-4aa4-a0a0-a740cf58cb47,0 days,FILE_TO_TIFF_CONVERSION_FINISHED
4,07d78044-d49e-4a28-8aa1-619b9bce62a8,0 days,FILE_TO_TIFF_CONVERSION_FINISHED
4,f83694e8-1a8b-4398-bf0d-e2b5631377c2,0 days,FILE_TO_TIFF_CONVERSION_FINISHED
4,11125f64-8982-4df5-898e-2ea8d9898f4d,0 days,FILE_TO_TIFF_CONVERSION_FINISHED
4,4885bb6d-9c1c-451f-b845-4bee259164b3,0 days,FILE_TO_TIFF_CONVERSION_FINISHED
